Amount,Narration,Status,Entry Type,reference,Reference,Transaction Date
100.00,Narration,failed,debit,Tspqtoydsyk,Tspqtoydsyk,12/2/24
10.00,Narration,failed,debit,Tspqtoydsyk,Tspqtoydsyk,12/2/24
100.00,Narration,failed,debit,Tzhswyjsjzt,Tzhswyjsjzt,12/2/24
10.00,Narration,failed,debit,Tzhswyjsjzt,Tzhswyjsjzt,12/2/24
100.23,,success,debit,Tbfykrimttq,Tbfykrimttq,12/4/24
50.00,,failed,debit,Tcjchqoueaq,Tcjchqoueaq,12/2/24
10.00,,failed,debit,Tcjchqoueaq,Tcjchqoueaq,12/2/24
10.00,,success,debit,Tbfykrimttq,Tbfykrimttq,12/4/24
50.00,,failed,debit,Tknvzmzldpw,Tknvzmzldpw,12/2/24
10.00,,failed,debit,Tknvzmzldpw,Tknvzmzldpw,12/2/24
100.00,,success,debit,Tfoshfkjfhm,Tfoshfkjfhm,12/4/24
80.00,,failed,debit,Tinuofbkacr,Tinuofbkacr,12/2/24
10.00,,failed,debit,Tinuofbkacr,Tinuofbkacr,12/2/24
10.00,,success,debit,Tfoshfkjfhm,Tfoshfkjfhm,12/4/24
1000.00,Test,success,debit,Tigvztkmefk,Tigvztkmefk,12/2/24
10.00,Test,success,debit,Tigvztkmefk,Tigvztkmefk,12/2/24
100.23,Sodiq,success,debit,Tlnyvydyraq,Tlnyvydyraq,12/4/24
2000.00,,success,debit,Tyloljystty,Tyloljystty,12/2/24
10.00,,success,debit,Tyloljystty,Tyloljystty,12/2/24
10.00,Sodiq,success,debit,Tlnyvydyraq,Tlnyvydyraq,12/4/24
1001.00,Sodiq,success,debit,Twjbxfwwfld,Twjbxfwwfld,12/4/24
10.00,Sodiq,success,debit,Twjbxfwwfld,Twjbxfwwfld,12/4/24
100.23,Sodiq,success,debit,Tmklogfxfsh,Tmklogfxfsh,12/4/24
10.00,Sodiq,success,debit,Tmklogfxfsh,Tmklogfxfsh,12/4/24
48.00,,success,debit,Tpumpcwavqh,Tpumpcwavqh,12/4/24
10.00,,success,debit,Tpumpcwavqh,Tpumpcwavqh,12/4/24
2000.00,,success,debit,Tckkicofvey,Tckkicofvey,12/4/24
10.00,,success,debit,Tckkicofvey,Tckkicofvey,12/4/24
100.00,,success,debit,Tlthxteqxwc,Tlthxteqxwc,12/5/24
10.00,,success,debit,Tlthxteqxwc,Tlthxteqxwc,12/5/24
3000.00,,success,debit,Tdwqhocnfwe,Tdwqhocnfwe,12/5/24
10.00,,success,debit,Tdwqhocnfwe,Tdwqhocnfwe,12/5/24
10.00,Sodiq,processing,debit,Tunblthjfzn,Tunblthjfzn,12/5/24
100.23,Sodiq,success,credit,Tunblthjfzn,Tunblthjfzn,12/5/24
100.23,Sodiq,success,debit,Tunblthjfzn,Tunblthjfzn,12/5/24
200.00,,processing,debit,Tdpbauzzavt,Tdpbauzzavt,12/6/24
10.00,,processing,debit,Tdpbauzzavt,Tdpbauzzavt,12/6/24
10.00,sodiq,processing,debit,Tsykzqidkcf,Tsykzqidkcf,12/6/24
80.00,sodiq,success,credit,Tsykzqidkcf,Tsykzqidkcf,12/6/24
80.00,sodiq,success,debit,Tsykzqidkcf,Tsykzqidkcf,12/6/24
80.00,,processing,debit,Tktmvcnochn,Tktmvcnochn,12/6/24
10.00,,processing,debit,Tktmvcnochn,Tktmvcnochn,12/6/24
10.00,Nothing,processing,debit,Tydptkvhiwe,Tydptkvhiwe,12/6/24
69.00,Nothing,success,credit,Tydptkvhiwe,Tydptkvhiwe,12/6/24
69.00,Nothing,success,debit,Tydptkvhiwe,Tydptkvhiwe,12/6/24
100.23,,processing,debit,Tjktpnxvoqf,Tjktpnxvoqf,12/6/24
10.00,,processing,debit,Tjktpnxvoqf,Tjktpnxvoqf,12/6/24
69.00,,success,debit,Ttqecutcvqb,Ttqecutcvqb,12/6/24
10.00,,success,debit,Ttqecutcvqb,Ttqecutcvqb,12/6/24
10.00,Sodiq,processing,debit,Tonsqueqsjw,Tonsqueqsjw,12/6/24
100.23,Sodiq,success,credit,Tonsqueqsjw,Tonsqueqsjw,12/6/24
100.23,Sodiq,success,debit,Tonsqueqsjw,Tonsqueqsjw,12/6/24
100.23,,processing,debit,Txyxoxfimby,Txyxoxfimby,12/6/24
10.00,,processing,debit,Txyxoxfimby,Txyxoxfimby,12/6/24
10.00,Sodiq,processing,debit,Tqllynxjgrl,Tqllynxjgrl,12/6/24
10.00,Sodiq,processing,debit,Tubghwhfxev,Tubghwhfxev,12/6/24
100.23,Sodiq,success,credit,Tubghwhfxev,Tubghwhfxev,12/6/24
100.23,Sodiq,success,debit,Tubghwhfxev,Tubghwhfxev,12/6/24
100.00,Sodiq,success,debit,Thmmvhoxfcd,Thmmvhoxfcd,12/6/24
10.00,Sodiq,success,debit,Thmmvhoxfcd,Thmmvhoxfcd,12/6/24
100.00,Sodiq,success,debit,Thuantdskcx,Thuantdskcx,12/6/24
10.00,Sodiq,success,debit,Thuantdskcx,Thuantdskcx,12/6/24
100.00,Sodiq,failed,debit,Tqllynxjgrl,Tqllynxjgrl,12/6/24
100.23,Sodiq,success,debit,Thtypzntdwy,Thtypzntdwy,12/6/24
10.00,Sodiq,success,debit,Thtypzntdwy,Thtypzntdwy,12/6/24
90.00,,processing,debit,Tbqdqyxglwd,Tbqdqyxglwd,12/6/24
10.00,,processing,debit,Tbqdqyxglwd,Tbqdqyxglwd,12/6/24
10.00,Sodiq,processing,debit,Tbrntnhycri,Tbrntnhycri,12/6/24
100.23,Sodiq,success,credit,Tbrntnhycri,Tbrntnhycri,12/6/24
100.23,Sodiq,success,debit,Tbrntnhycri,Tbrntnhycri,12/6/24
90.00,,processing,debit,Tzqcursnsyq,Tzqcursnsyq,12/6/24
10.00,,processing,debit,Tzqcursnsyq,Tzqcursnsyq,12/6/24
10.00,Nothing,processing,debit,Tivyrcvlfjn,Tivyrcvlfjn,12/6/24
80.00,Nothing,success,credit,Tivyrcvlfjn,Tivyrcvlfjn,12/6/24
80.00,Nothing,success,debit,Tivyrcvlfjn,Tivyrcvlfjn,12/6/24
100.00,Narration,success,debit,Tzjpfqdrxwm,Tzjpfqdrxwm,12/6/24
10.00,Narration,success,debit,Tzjpfqdrxwm,Tzjpfqdrxwm,12/6/24
