Amount,Narration,Status,Entry Type,reference,Reference,Transaction Date
100.00,Sodiq,success,credit,Tzpinxyzcpp,Tzpinxyzcpp,12/10/24
100.00,Sodiq,success,credit,Tqdrlzuwayi,Tqdrlzuwayi,12/10/24
100.00,Sodiq,success,credit,Tljbjhlecwm,Tljbjhlecwm,12/10/24
100.00,Sodiq,success,credit,Tulnvnkraju,Tulnvnkraju,12/10/24
100.00,Sodiq,success,credit,Tgutemijlsh,Tgutemijlsh,12/10/24
100.00,Sodiq,success,credit,Tbripyipvxe,Tbripyipvxe,12/10/24
100.00,Sodiq,success,credit,Tmbpdtqdmpp,Tmbpdtqdmpp,12/10/24
100.00,Sodiq,success,credit,Thelbytpyyh,Thelbytpyyh,12/10/24
100.00,Sodiq,success,credit,Tedtqcmmouo,Tedtqcmmouo,12/10/24
100.00,Sodiq,success,credit,Txzveeaoqxw,Txzveeaoqxw,12/10/24
100.00,Sodiq,success,credit,Tkgfflpnhsd,Tkgfflpnhsd,12/10/24
100.00,Sodiq,success,credit,Tqsmbfpazcl,Tqsmbfpazcl,12/10/24
100.00,Sodiq,success,credit,Tyanztaxhwl,Tyanztaxhwl,12/10/24
100.00,Sodiq,success,credit,Taduwjudnoa,Taduwjudnoa,12/10/24
100.00,Sodiq,success,credit,Thablkymwqz,Thablkymwqz,12/10/24
100.00,Sodiq,success,credit,Tbhmhahznps,Tbhmhahznps,12/10/24
100.00,Sodiq,success,credit,Tufaizznqou,Tufaizznqou,12/10/24
100.00,Sodiq,success,credit,Tseynoksbjq,Tseynoksbjq,12/10/24
100.00,Sodiq,success,credit,Tmfmkukecme,Tmfmkukecme,12/10/24
100.00,Sodiq,success,credit,Tloodagepsh,Tloodagepsh,12/10/24
100.00,Sodiq,success,credit,Tyzcoyijbvn,Tyzcoyijbvn,12/10/24
100.00,Sodiq,success,credit,Teeaedfnlqn,Teeaedfnlqn,12/10/24
100.00,Sodiq,success,credit,Tbhcpbpalun,Tbhcpbpalun,12/10/24
100.00,Sodiq,success,credit,Tdaqmxwgkla,Tdaqmxwgkla,12/10/24
100.00,Sodiq,success,credit,Taykibbvmvx,Taykibbvmvx,12/10/24
100.00,Sodiq,success,credit,Thdscarhmqg,Thdscarhmqg,12/10/24
100.00,Sodiq,success,credit,Thwjrgvzvik,Thwjrgvzvik,12/10/24
100.00,Sodiq,success,credit,Twnuwzfspyn,Twnuwzfspyn,12/10/24
100.00,Sodiq,success,credit,Twctgqmxgcz,Twctgqmxgcz,12/10/24
100.00,Sodiq,success,credit,Tiqyaynekgl,Tiqyaynekgl,12/10/24
100.00,Sodiq,success,credit,Tcdibxjihdi,Tcdibxjihdi,12/10/24
100.00,Sodiq,success,credit,Tdpscuebkac,Tdpscuebkac,12/10/24
100.00,Sodiq,success,credit,Takucmvnqif,Takucmvnqif,12/10/24
100.00,Sodiq,success,credit,Tckyounzxed,Tckyounzxed,12/10/24
100.00,Sodiq,success,credit,Trxwnyfpywr,Trxwnyfpywr,12/10/24
100.00,Sodiq,success,credit,Trncfgmegqn,Trncfgmegqn,12/10/24
100.00,Sodiq,success,credit,Tiuwlnjafrt,Tiuwlnjafrt,12/10/24
100.00,Sodiq,success,credit,Tkqazuaavmw,Tkqazuaavmw,12/10/24
100.00,Sodiq,success,credit,Trzicqeqpcc,Trzicqeqpcc,12/10/24
100.00,Sodiq,success,credit,Turiutvcyue,Turiutvcyue,12/10/24
100.00,Sodiq,success,credit,Twusctuecvz,Twusctuecvz,12/10/24
100.00,Sodiq,success,credit,Tjfshxjloez,Tjfshxjloez,12/10/24
100.00,Sodiq,success,credit,Tlclodiaqxn,Tlclodiaqxn,12/10/24
100.00,Sodiq,success,credit,Tluktvdxubx,Tluktvdxubx,12/10/24
100.00,Sodiq,success,credit,Tmphbdzpjhn,Tmphbdzpjhn,12/10/24
100.00,Sodiq,success,credit,Tlfhdknrlld,Tlfhdknrlld,12/10/24
100.00,Sodiq,success,credit,Trfhnpkbdrp,Trfhnpkbdrp,12/10/24
100.00,Sodiq,success,credit,Tesncxhvqsz,Tesncxhvqsz,12/11/24
100.00,Sodiq,success,credit,Tkbgtpddofd,Tkbgtpddofd,12/11/24
100.00,Sodiq,success,credit,Tiytoxakeen,Tiytoxakeen,12/11/24
100.00,Sodiq,success,credit,Thbwdfiuqsm,Thbwdfiuqsm,12/10/24
100.00,Sodiq,success,credit,Tcdosqetbwt,Tcdosqetbwt,12/10/24
100.00,Sodiq,success,credit,Trivnpzoyqq,Trivnpzoyqq,12/10/24
100.00,Sodiq,success,credit,Toxzmrtyqgf,Toxzmrtyqgf,12/10/24
100.00,Sodiq,success,credit,Tysgherbxsh,Tysgherbxsh,12/10/24
100.00,Sodiq,success,credit,Tnggspsfkft,Tnggspsfkft,12/10/24
100.00,Sodiq,success,credit,Tryzvmydkzf,Tryzvmydkzf,12/10/24
100.00,Sodiq,success,credit,Tazaukvwduv,Tazaukvwduv,12/10/24
100.00,Sodiq,success,credit,Tdwuyoxvpvl,Tdwuyoxvpvl,12/10/24
100.00,Sodiq,success,credit,Tckzuasabpo,Tckzuasabpo,12/10/24
100.00,Sodiq,success,credit,Tghjzrfqxck,Tghjzrfqxck,12/10/24
100.00,Sodiq,success,credit,Tfyqcqypqxv,Tfyqcqypqxv,12/10/24
100.00,Sodiq,success,credit,Tiyaahywmtt,Tiyaahywmtt,12/10/24
100.00,Sodiq,success,credit,Ttqewvdyqbk,Ttqewvdyqbk,12/10/24
100.00,Sodiq,success,credit,Tybobnmzlvj,Tybobnmzlvj,12/10/24
100.00,Sodiq,success,credit,Tzbamnnttsn,Tzbamnnttsn,12/10/24
100.00,Sodiq,success,credit,Tqzajenwmdo,Tqzajenwmdo,12/10/24
100.00,Sodiq,success,credit,Trybkuevuwk,Trybkuevuwk,12/10/24
100.00,Sodiq,success,credit,Ttilokdcivg,Ttilokdcivg,12/10/24
100.00,Sodiq,success,credit,Tivmffufund,Tivmffufund,12/10/24
100.00,Sodiq,success,credit,Tfadydfshva,Tfadydfshva,12/10/24
100.00,Sodiq,success,credit,Trbesmombao,Trbesmombao,12/10/24
100.00,Sodiq,success,credit,Taodtmmduyx,Taodtmmduyx,12/10/24
100.00,Sodiq,success,credit,Tswurhzizic,Tswurhzizic,12/10/24
100.00,Sodiq,success,credit,Tmqjbeuskwq,Tmqjbeuskwq,12/10/24
100.00,Sodiq,success,credit,Tmrrywhkweq,Tmrrywhkweq,12/10/24
100.00,Sodiq,success,credit,Tlavyokzhyy,Tlavyokzhyy,12/11/24
100.00,Sodiq,success,credit,Tiuflntgfmr,Tiuflntgfmr,12/10/24
100.00,Sodiq,success,credit,Tokgmfloarf,Tokgmfloarf,12/10/24
100.00,Sodiq,success,credit,Tyvupvjadcp,Tyvupvjadcp,12/10/24
100.00,Sodiq,success,credit,Tgdrbzzvgft,Tgdrbzzvgft,12/10/24
100.00,Sodiq,success,credit,Tmoaymonvsc,Tmoaymonvsc,12/10/24
100.00,Sodiq,success,credit,Tpmrmjmxxsp,Tpmrmjmxxsp,12/10/24
100.00,Sodiq,success,credit,Tloyblnorea,Tloyblnorea,12/11/24
100.00,Sodiq,success,credit,Tmfnqszjjmp,Tmfnqszjjmp,12/10/24
100.00,Sodiq,success,credit,Tycekkrqeva,Tycekkrqeva,12/10/24
100.00,Sodiq,success,credit,Tccxlvnfdaf,Tccxlvnfdaf,12/10/24
100.00,Sodiq,success,credit,Tyhlmovmxrh,Tyhlmovmxrh,12/10/24
100.00,Sodiq,success,credit,Tinephmanaf,Tinephmanaf,12/10/24
100.00,Sodiq,success,credit,Twtpoyrorxj,Twtpoyrorxj,12/10/24
100.00,Sodiq,success,credit,Tvnfzwchdvq,Tvnfzwchdvq,12/10/24
100.00,Sodiq,success,credit,Tbutumkawyc,Tbutumkawyc,12/10/24
100.00,Sodiq,success,credit,Twktgfbrsml,Twktgfbrsml,12/10/24
100.00,Sodiq,success,credit,Tlohtypkvgs,Tlohtypkvgs,12/10/24
100.00,Sodiq,success,credit,Txlxwtrhlpa,Txlxwtrhlpa,12/10/24
2000.00,Bill payment to mtn for 09055755671,success,debit,Tmjytolxzzu,Tmjytolxzzu,12/19/24
100.00,Bill payment to mtn for 7918852161,success,debit,Tsmkiilukvs,Tsmkiilukvs,12/19/24
10.00,Very easy,success,debit,Twwdivamcci,Twwdivamcci,12/16/24
10.00,Easyy,success,debit,Tlmuhputezo,Tlmuhputezo,12/16/24
1000.00,Very easy,success,debit,Twwdivamcci,Twwdivamcci,12/16/24
100.23,Sodiq,success,debit,Toclujhdtab,Toclujhdtab,12/22/24
10.00,Sodiq,success,debit,Toclujhdtab,Toclujhdtab,12/22/24
100.23,Sodiq,success,debit,Tqixkqmuvoo,Tqixkqmuvoo,12/22/24
10.00,Sodiq,success,debit,Tqixkqmuvoo,Tqixkqmuvoo,12/22/24
100.23,Sodiq,success,debit,Tyynrjdiohs,Tyynrjdiohs,12/23/24
10.00,Sodiq,success,debit,Tyynrjdiohs,Tyynrjdiohs,12/23/24
100.23,Sodiq,success,debit,Tiesxtmhrge,Tiesxtmhrge,12/23/24
10.00,Sodiq,success,debit,Tiesxtmhrge,Tiesxtmhrge,12/23/24
100.23,Sodiq,success,debit,Tvokdlnoxoo,Tvokdlnoxoo,12/24/24
10.00,Sodiq,success,debit,Tvokdlnoxoo,Tvokdlnoxoo,12/24/24
100.00,Bill payment to mtn for 7918852161,success,debit,Tibcjpwqkjh,Tibcjpwqkjh,12/24/24
100.00,Bill payment to mtn for 7918852161,success,debit,Txsavfogkvt,Txsavfogkvt,12/26/24
100.00,Bill payment to mtn for 7918852161,success,debit,Tmeiibiynya,Tmeiibiynya,12/24/24
2150.00,Bill payment to dstv for 22822834591,success,debit,Typcrhqnsgy,Typcrhqnsgy,12/24/24
1000.00,Easyy,success,debit,Tlmuhputezo,Tlmuhputezo,12/16/24
100.00,Bill payment to mtn for 09055755671,success,debit,Tarbzachxwj,Tarbzachxwj,12/16/24
20.00,Bill payment to mtn for 09055755671,success,debit,Tarbzachxwj,Tarbzachxwj,12/16/24
100.23,Sodiq,success,debit,Thxgubtjdre,Thxgubtjdre,12/22/24
10.00,Sodiq,success,debit,Thxgubtjdre,Thxgubtjdre,12/22/24
100.23,Sodiq,success,debit,Tfzxggmfnvs,Tfzxggmfnvs,12/22/24
10.00,Sodiq,success,debit,Tfzxggmfnvs,Tfzxggmfnvs,12/22/24
100.23,Sodiq,success,debit,Tscuwacrsnj,Tscuwacrsnj,12/24/24
10.00,Sodiq,success,debit,Tscuwacrsnj,Tscuwacrsnj,12/24/24
2150.00,Bill payment to dstv for 22822834591,success,debit,Tngmudbuhil,Tngmudbuhil,12/24/24
100.00,Bill payment to mtn for 7918852161,success,debit,Tktzvamjxln,Tktzvamjxln,12/25/24
14250.00,Bill payment to dstv for 22322322322,success,debit,Tltmbdgvrfk,Tltmbdgvrfk,12/27/24
500.00,Bill payment to 9mobile for 09055766752,success,debit,Tylypilwcrn,Tylypilwcrn,12/30/24
2150.00,Bill payment to dstv for 23465674685,success,debit,Txmqtmqwfoq,Txmqtmqwfoq,12/30/24
100.00,Bill payment to 9mobile for 09055755858,success,debit,Tijdmcvmhdw,Tijdmcvmhdw,12/27/24
500.00,Bill payment to 9mobile for 09055755671,success,debit,Tylxqzuocjl,Tylxqzuocjl,12/30/24
100.23,Sodiq,success,debit,Tzzmcrkuene,Tzzmcrkuene,12/28/24
10.00,Sodiq,success,debit,Tzzmcrkuene,Tzzmcrkuene,12/28/24
50.00,Bill payment to airtel for 09088755763,success,debit,Tpmjbjnjfpg,Tpmjbjnjfpg,12/30/24
2150.00,Bill payment to dstv for 23567667532,success,debit,Tgzcfemnmfz,Tgzcfemnmfz,12/30/24
500.00,Bill payment to airtel for 09055755671,success,debit,Tjtrgszvutg,Tjtrgszvutg,12/30/24
100.00,Bill payment to mtn for 7918852161,success,debit,Tsrpvbmfdvc,Tsrpvbmfdvc,12/30/24
100.00,Bill payment to mtn for 7918852161,success,debit,Tbovhopvzdk,Tbovhopvzdk,12/30/24
100.00,Bill payment to mtn for 7918852161,success,debit,Tiousnnlcqm,Tiousnnlcqm,12/30/24
10.00,,processing,debit,Tfwjsoaiqtb,Tfwjsoaiqtb,12/30/24
2000.00,,failed,debit,Tfwjsoaiqtb,Tfwjsoaiqtb,12/30/24
10.00,,processing,debit,Targciqhviq,Targciqhviq,12/30/24
3000.00,,failed,debit,Targciqhviq,Targciqhviq,12/30/24
5500.00,Bill payment to gotv for 22822822828,success,debit,Trvlcbhvvap,Trvlcbhvvap,12/31/24
100.23,Sodiq,success,debit,Txfrtpmfsxh,Txfrtpmfsxh,12/31/24
10.00,Sodiq,success,debit,Txfrtpmfsxh,Txfrtpmfsxh,12/31/24
100.23,Sodiq,success,debit,Tyrrbupaqsg,Tyrrbupaqsg,12/31/24
10.00,Sodiq,success,debit,Tyrrbupaqsg,Tyrrbupaqsg,12/31/24
5300.00,Bill payment to dstv for 1102003467,success,debit,Tfvqorvmctg,Tfvqorvmctg,12/31/24
