Amount,Narration,Status,Entry Type,reference,Reference,Transaction Date
100.23,Sodiq,success,debit,TJVQ6I31J1XS,TJVQ6I31J1XS,8/15/25
10.00,Sodiq,success,debit,TJVQ6I31J1XS,TJVQ6I31J1XS,8/15/25
10.00,Sodiq,success,debit,TG5UX3NRTQ8F,TG5UX3NRTQ8F,8/15/25
10.00,Sodiq,success,debit,TQBGAJJB8JUZ,TQBGAJJB8JUZ,8/15/25
10.00,Sodiq,success,debit,TQBGAJJB8JUZ,TQBGAJJB8JUZ,8/15/25
10.00,Sodiq,success,debit,TG5UX3NRTQ8F,TG5UX3NRTQ8F,8/15/25
100.23,Sodiq,success,debit,T1T6I3OHY8KK,T1T6I3OHY8KK,4/2/25
10.00,Sodiq,success,debit,T1T6I3OHY8KK,T1T6I3OHY8KK,4/2/25
10.00,Sodiq,success,debit,TU5D43FE38WJ,TU5D43FE38WJ,4/2/25
10.00,Sodiq,success,debit,TT9S8BDNOARB,TT9S8BDNOARB,4/2/25
100.23,Sodiq,success,debit,THBLPTAG25VO,THBLPTAG25VO,4/2/25
10.00,Sodiq,success,debit,THBLPTAG25VO,THBLPTAG25VO,4/2/25
10.00,Sodiq,success,debit,TGP7ZL0070KL,TGP7ZL0070KL,4/2/25
10.00,Sodiq,success,debit,T57NZH5SW4EH,T57NZH5SW4EH,4/2/25
10.00,Sodiq,success,debit,TU5D43FE38WJ,TU5D43FE38WJ,4/2/25
10.00,Sodiq,success,debit,TT9S8BDNOARB,TT9S8BDNOARB,4/2/25
10.00,Narration,success,debit,TZA20X7DKEYW,TZA20X7DKEYW,3/26/25
1000000.00,Narration,success,credit,TNPPA9E5J1IQ,TNPPA9E5J1IQ,3/26/25
1000.00,Narration,success,debit,TZA20X7DKEYW,TZA20X7DKEYW,3/26/25
10.00,Sodiq,success,debit,TJCML9THRQ5I,TJCML9THRQ5I,3/27/25
10.00,Sodiq,success,debit,TJCML9THRQ5I,TJCML9THRQ5I,3/27/25
10000.00,bulk transfer,failed,debit,TDP6GMRCCJ0W,TDP6GMRCCJ0W,3/27/25
10.00,Sodiq,success,debit,TJQKV7OKBMDF,TJQKV7OKBMDF,3/27/25
0.20,bulk transfer,failed,debit,TDP6GMRCCJ0W,TDP6GMRCCJ0W,3/27/25
10.00,Sodiq,success,debit,T43DZKV2OG2M,T43DZKV2OG2M,3/27/25
10.00,Sodiq,success,debit,T43DZKV2OG2M,T43DZKV2OG2M,3/27/25
10.00,Sodiq,success,debit,T329SHCKT5Z4,T329SHCKT5Z4,3/27/25
10.00,Sodiq,success,debit,T329SHCKT5Z4,T329SHCKT5Z4,3/27/25
1000.00,Tet,success,credit,T54J82AGTAWE,T54J82AGTAWE,3/28/25
10.00,Sodiq,success,debit,T4TJJSKL4LJY,T4TJJSKL4LJY,4/2/25
100.23,Sodiq,success,debit,TKNP0BQMJ202,TKNP0BQMJ202,4/2/25
10.00,Sodiq,success,debit,TKNP0BQMJ202,TKNP0BQMJ202,4/2/25
100.23,Sodiq,success,debit,TR93UI83RIML,TR93UI83RIML,4/2/25
10.00,Sodiq,success,debit,TR93UI83RIML,TR93UI83RIML,4/2/25
10.00,Sodiq,success,debit,TWQM8B7FYUWF,TWQM8B7FYUWF,4/2/25
10.00,Sodiq,success,debit,TWQM8B7FYUWF,TWQM8B7FYUWF,4/2/25
10.00,Sodiq,success,debit,T4TJJSKL4LJY,T4TJJSKL4LJY,4/2/25
10.00,Sodiq,success,debit,TGP7ZL0070KL,TGP7ZL0070KL,4/2/25
10.00,Sodiq,success,debit,T57NZH5SW4EH,T57NZH5SW4EH,4/2/25
100.23,Sodiq,success,debit,T69YPXV0L6BL,T69YPXV0L6BL,4/4/25
10.00,Sodiq,success,debit,T69YPXV0L6BL,T69YPXV0L6BL,4/4/25
10.00,Sodiq,failed,debit,TXXS5AJC46D2,TXXS5AJC46D2,4/4/25
10.00,Sodiq,failed,debit,TILSB5BV6IHV,TILSB5BV6IHV,4/4/25
50.23,Sodiq,success,debit,TZ5JIH4BLCUI,TZ5JIH4BLCUI,4/6/25
50.23,Sodiq,success,debit,T8K7TTD3SI6H,T8K7TTD3SI6H,4/6/25
10.00,Sodiq,success,debit,TELG0A1AL8RV,TELG0A1AL8RV,4/6/25
10.00,Sodiq,success,debit,T8K7TTD3SI6H,T8K7TTD3SI6H,4/6/25
50.23,Sodiq,success,debit,TVCSDQK7ZRP5,TVCSDQK7ZRP5,4/6/25
10.00,Sodiq,success,debit,T34UP8CVZG0M,T34UP8CVZG0M,4/6/25
50.23,Sodiq,success,debit,TQ750TQS5DYZ,TQ750TQS5DYZ,4/6/25
10.00,Sodiq,success,debit,TAGST3P3O397,TAGST3P3O397,4/6/25
10.00,Sodiq,success,debit,TQIDYZI09O65,TQIDYZI09O65,4/6/25
10.00,Sodiq,success,debit,TQ750TQS5DYZ,TQ750TQS5DYZ,4/6/25
50.23,Sodiq,success,debit,TDXS1KB9496G,TDXS1KB9496G,4/6/25
10.00,Sodiq,success,debit,TDXS1KB9496G,TDXS1KB9496G,4/6/25
50.23,Sodiq,success,debit,TQIDYZI09O65,TQIDYZI09O65,4/6/25
50.23,Sodiq,success,debit,TELG0A1AL8RV,TELG0A1AL8RV,4/6/25
50.23,Sodiq,success,debit,TAGST3P3O397,TAGST3P3O397,4/6/25
50.23,Sodiq,failed,debit,TG7W9RI5R2PO,TG7W9RI5R2PO,4/6/25
10.00,Sodiq,success,debit,TVB9HT60AVKG,TVB9HT60AVKG,4/6/25
100.23,Sodiq,success,debit,TVB9HT60AVKG,TVB9HT60AVKG,4/6/25
10.00,Sodiq,success,debit,TRCEUA1MOS4H,TRCEUA1MOS4H,4/6/25
10.00,Sodiq,success,debit,TRCEUA1MOS4H,TRCEUA1MOS4H,4/6/25
10.00,Sodiq,success,debit,TCL1GHA5N764,TCL1GHA5N764,4/6/25
10.00,Sodiq,success,debit,TCL1GHA5N764,TCL1GHA5N764,4/6/25
10.00,Sodiq,success,debit,TMBWNYI5I6WC,TMBWNYI5I6WC,4/9/25
100.23,Sodiq,success,debit,TMBWNYI5I6WC,TMBWNYI5I6WC,4/9/25
10.00,Sodiq,success,debit,TOLPYC6ZHE0M,TOLPYC6ZHE0M,4/9/25
10.00,Sodiq,success,debit,TY15B7N8J0C7,TY15B7N8J0C7,4/9/25
10.00,Sodiq,success,debit,TY15B7N8J0C7,TY15B7N8J0C7,4/9/25
10.00,Sodiq,success,debit,TOLPYC6ZHE0M,TOLPYC6ZHE0M,4/9/25
