Amount,Narration,Status,Entry Type,reference,Reference,Transaction Date
1000.00,Deposit to Test -2 ₦1K for 30 days savings plan,success,debit,TL6E55QEFI4D,TL6E55QEFI4D,9/15/26
2000.00,Withdrawal from TESTHalal Save,success,credit,TOFOM9PDTRLU,TOFOM9PDTRLU,9/15/26
5000.00,Withdrawal from TEST QFLEXX,success,credit,TXL8RGXQ1T2O,TXL8RGXQ1T2O,9/15/26
600.00,Dispute resolved for transaction T1RIZ3W7YKJF,success,credit,T1RIZ3W7YKJF,T1RIZ3W7YKJF,9/15/26
10000.00,Premature liquidation of TEST ₦10K for 90 Days,success,credit,T98C63SJLRXE,T98C63SJLRXE,9/15/26
5000.00,Withdrawal from TESTHalal Save,success,credit,TT4D08ACR1NA,TT4D08ACR1NA,9/15/26
10000.00,Deposit to TEST ₦10K for 90 Days savings plan,success,debit,TDPZ19LQSF58,TDPZ19LQSF58,9/15/26
30000.00,Wallet top up,success,credit,TI5FNQLKDWNH,TI5FNQLKDWNH,9/15/26
10000.00,Deposit to TEST QFLEXX savings plan,success,debit,TKZ46ZABJ69B-savings-debit,TKZ46ZABJ69B-savings-debit,9/15/26
10000.00,Deposit to TEST QFLEXX savings plan,success,credit,TKZ46ZABJ69B,TKZ46ZABJ69B,9/15/26
15000.00,Deposit to TESTHalal Save savings plan,success,debit,TNTLI9YZVVT2,TNTLI9YZVVT2,9/15/26
600.00,Deposit to TEST Custom Save savings plan,success,debit,T1RIZ3W7YKJF,T1RIZ3W7YKJF,9/15/26
15000.00,Deposit to TEST QLOCK -1 savings plan,success,debit,TG8SC4FKFOEE,TG8SC4FKFOEE,9/15/26
200000.00,Wallet top up,failed,credit,TY6Y8Y696GAY,TY6Y8Y696GAY,9/15/26
200000.00,Wallet top up,success,credit,TRFGS61GAELF,TRFGS61GAELF,9/15/26
200000.00,Wallet top up,success,credit,TDJC4KNBDEKE,TDJC4KNBDEKE,9/15/26
200000.00,Wallet top up,failed,credit,T76IH6OP7XY3,T76IH6OP7XY3,9/14/26
200000.00,Wallet top up,failed,credit,T36KHL20T0IU,T36KHL20T0IU,9/14/26
200000.00,Wallet top up,failed,credit,T5JNUDMC2WP3,T5JNUDMC2WP3,9/14/26
200000.00,Wallet top up,failed,credit,TWYBSJVC0Y5F,TWYBSJVC0Y5F,9/14/26
200000.00,Wallet top up,failed,credit,T8342BPR1OIV,T8342BPR1OIV,9/14/26
200000.00,Wallet top up,failed,credit,TB8S42KAG2QG,TB8S42KAG2QG,9/14/26
200000.00,Wallet top up,failed,credit,TXLU1H4DPJS0,TXLU1H4DPJS0,9/14/26
200000.00,Wallet top up,failed,credit,TVNP6N1SAW0N,TVNP6N1SAW0N,9/14/26
200000.00,Wallet top up,failed,credit,TSPL8EJGLU8T,TSPL8EJGLU8T,9/14/26
200000.00,Wallet top up,failed,credit,T6R5K8TTFAM7,T6R5K8TTFAM7,9/14/26
200000.00,Wallet top up,failed,credit,T2CJTYQETQJM,T2CJTYQETQJM,9/14/26
200000.00,Wallet top up,failed,credit,TZ2WSQ3OQG41,TZ2WSQ3OQG41,9/14/26
200000.00,Wallet top up,failed,credit,TVT2QPEB52ST,TVT2QPEB52ST,9/14/26
200000.00,Wallet top up,failed,credit,TQI02EY286OT,TQI02EY286OT,9/14/26
200000.00,Wallet top up,failed,credit,T4MG4ACD4RJR,T4MG4ACD4RJR,9/14/26
200000.00,Wallet top up,failed,credit,TW7B0JUA4RZ1,TW7B0JUA4RZ1,9/14/26
200000.00,Wallet top up,failed,credit,TZN49CFRXA7M,TZN49CFRXA7M,9/14/26
200000.00,Wallet top up,failed,credit,TAUS693OUF9F,TAUS693OUF9F,9/14/26
