Amount,Narration,Status,Entry Type,reference,Reference,Transaction Date
10.00,Sodiq,success,debit,Tsmikdaqvsq,Tsmikdaqvsq,12/4/24
100.00,,success,debit,Taybkkpdutl,Taybkkpdutl,12/4/24
900.00,Bill payment to gotv for 1102003467,success,debit,Twpysbyonwc,Twpysbyonwc,1/6/25
10.00,,success,debit,Taybkkpdutl,Taybkkpdutl,12/4/24
1800.00,Bill payment to waec for 1102003467,success,debit,Tbdjkqwxlig,Tbdjkqwxlig,1/6/25
1000.23,Sodiq,success,debit,Tsfdfedcitg,Tsfdfedcitg,12/4/24
10.00,Sodiq,success,debit,Tsfdfedcitg,Tsfdfedcitg,12/4/24
10.00,test,success,debit,Tzqgswtuiuq,Tzqgswtuiuq,1/6/25
500.00,test,success,debit,Tzqgswtuiuq,Tzqgswtuiuq,1/6/25
100.23,Sodiq,success,debit,Tppmwzyamly,Tppmwzyamly,12/4/24
10.00,Sodiq,success,debit,Tppmwzyamly,Tppmwzyamly,12/4/24
2000.00,,processing,debit,Tgeycewqmhs,Tgeycewqmhs,1/8/25
100.00,,success,debit,Twlwpaarlrm,Twlwpaarlrm,12/4/24
10.00,,success,debit,Twlwpaarlrm,Twlwpaarlrm,12/4/24
2000.00,Sodiq,success,debit,Txfuazjaarf,Txfuazjaarf,12/4/24
10.00,Sodiq,success,debit,Txfuazjaarf,Txfuazjaarf,12/4/24
100.23,Sodiq,success,debit,Tnbsdxsxcdf,Tnbsdxsxcdf,12/5/24
10.00,Sodiq,success,debit,Tnbsdxsxcdf,Tnbsdxsxcdf,12/5/24
3000.00,,processing,debit,Teojvfmfbdg,Teojvfmfbdg,12/5/24
10.00,,processing,debit,Teojvfmfbdg,Teojvfmfbdg,12/5/24
10.00,Sodiq,processing,debit,Tyoqleskian,Tyoqleskian,12/5/24
100.23,Sodiq,success,credit,Tyoqleskian,Tyoqleskian,12/5/24
100.23,Sodiq,success,debit,Tyoqleskian,Tyoqleskian,12/5/24
100.23,Sodiq,success,debit,Trqtumdmjpx,Trqtumdmjpx,12/6/24
10.00,Sodiq,success,debit,Trqtumdmjpx,Trqtumdmjpx,12/6/24
10.00,Sodiq,processing,debit,Tyaywuvfvcm,Tyaywuvfvcm,12/6/24
100.23,Sodiq,success,credit,Tyaywuvfvcm,Tyaywuvfvcm,12/6/24
100.23,Sodiq,success,debit,Tyaywuvfvcm,Tyaywuvfvcm,12/6/24
100.00,Bill payment to mtn for 7918852161,processing,debit,Toygeuvaetb,Toygeuvaetb,1/8/25
2300.00,Bill payment to abuja_electric_postpaid for 07034953306,failed,debit,Trirlvsbmny,Trirlvsbmny,1/6/25
1800.00,Bill payment to waec for 1102003467,success,debit,Tpgjdwpbazw,Tpgjdwpbazw,1/6/25
100.00,Bill payment to glo for 1102003467,processing,debit,Tyroqwikdoe,Tyroqwikdoe,1/8/25
29300.00,Bill payment to dstv for 1102003467,success,debit,Tnldodshqzi,Tnldodshqzi,1/6/25
50.00,Bill payment to airtel for 11020034671,processing,debit,Tydfcjkbowe,Tydfcjkbowe,1/8/25
100.00,Bill payment to airtel for 1102003467,processing,debit,Ttwgyywocgu,Ttwgyywocgu,1/8/25
1000.00,test,success,debit,Ttvenphejtd,Ttvenphejtd,1/6/25
10.00,test,success,debit,Ttvenphejtd,Ttvenphejtd,1/6/25
10.00,Sodiq,processing,debit,Tnrehixvsch,Tnrehixvsch,12/10/24
100.00,Bill payment to 9mobile for 1102003467,processing,debit,Ticghdmrles,Ticghdmrles,1/8/25
100.00,,processing,debit,Tnhrwanlxyl,Tnhrwanlxyl,2/4/25
100.00,Narration,failed,debit,Tspqtoydsyk,Tspqtoydsyk,12/2/24
10.00,Narration,failed,debit,Tspqtoydsyk,Tspqtoydsyk,12/2/24
500.00,test,success,credit,Tmggpshuleq,Tmggpshuleq,1/6/25
100.00,Narration,failed,debit,Tzhswyjsjzt,Tzhswyjsjzt,12/2/24
10.00,Narration,failed,debit,Tzhswyjsjzt,Tzhswyjsjzt,12/2/24
10.00,test,success,debit,Tmggpshuleq,Tmggpshuleq,1/6/25
500.00,test,processing,debit,Tmggpshuleq,Tmggpshuleq,1/6/25
4150.00,Bill payment to gotv for 22822822314,success,debit,Tevnsgvpayt,Tevnsgvpayt,1/7/25
10.00,,processing,debit,Tgeycewqmhs,Tgeycewqmhs,1/8/25
50.00,Bill payment to airtel for 11020034671,processing,debit,Toqojeyrfrp,Toqojeyrfrp,1/8/25
9000.00,Bill payment to dstv for 22822322713,processing,debit,Tsgihjedalx,Tsgihjedalx,1/9/25
100.00,Example narration,processing,debit,Truhmjwzmlm,Truhmjwzmlm,1/9/25
10.00,Example narration,processing,debit,Truhmjwzmlm,Truhmjwzmlm,1/9/25
2000.00,test,processing,debit,Tphuamkrqxu,Tphuamkrqxu,1/9/25
10.00,test,processing,debit,Tphuamkrqxu,Tphuamkrqxu,1/9/25
2000.00,test,processing,debit,Tlwxvghgbrw,Tlwxvghgbrw,1/9/25
10.00,test,processing,debit,Tlwxvghgbrw,Tlwxvghgbrw,1/9/25
100.00,Bill payment to mtn for 0000000040,success,debit,Txcbpnebjis,Txcbpnebjis,1/10/25
100.23,,success,debit,Tbfykrimttq,Tbfykrimttq,12/4/24
50.00,,failed,debit,Tcjchqoueaq,Tcjchqoueaq,12/2/24
10.00,,failed,debit,Tcjchqoueaq,Tcjchqoueaq,12/2/24
10.00,,success,debit,Tbfykrimttq,Tbfykrimttq,12/4/24
50.00,,failed,debit,Tknvzmzldpw,Tknvzmzldpw,12/2/24
10.00,,failed,debit,Tknvzmzldpw,Tknvzmzldpw,12/2/24
100.00,,success,debit,Tfoshfkjfhm,Tfoshfkjfhm,12/4/24
80.00,,failed,debit,Tinuofbkacr,Tinuofbkacr,12/2/24
10.00,,failed,debit,Tinuofbkacr,Tinuofbkacr,12/2/24
10.00,,success,debit,Tfoshfkjfhm,Tfoshfkjfhm,12/4/24
1000.00,Test,success,debit,Tigvztkmefk,Tigvztkmefk,12/2/24
10.00,Test,success,debit,Tigvztkmefk,Tigvztkmefk,12/2/24
100.23,Sodiq,success,debit,Tlnyvydyraq,Tlnyvydyraq,12/4/24
2000.00,,success,debit,Tyloljystty,Tyloljystty,12/2/24
10.00,,success,debit,Tyloljystty,Tyloljystty,12/2/24
10.00,Sodiq,success,debit,Tlnyvydyraq,Tlnyvydyraq,12/4/24
1001.00,Sodiq,success,debit,Twjbxfwwfld,Twjbxfwwfld,12/4/24
10.00,Sodiq,success,debit,Twjbxfwwfld,Twjbxfwwfld,12/4/24
100.23,Sodiq,success,debit,Tmklogfxfsh,Tmklogfxfsh,12/4/24
10.00,Sodiq,success,debit,Tmklogfxfsh,Tmklogfxfsh,12/4/24
48.00,,success,debit,Tpumpcwavqh,Tpumpcwavqh,12/4/24
10.00,,success,debit,Tpumpcwavqh,Tpumpcwavqh,12/4/24
2000.00,,success,debit,Tckkicofvey,Tckkicofvey,12/4/24
10.00,,success,debit,Tckkicofvey,Tckkicofvey,12/4/24
100.00,,success,debit,Tlthxteqxwc,Tlthxteqxwc,12/5/24
10.00,,success,debit,Tlthxteqxwc,Tlthxteqxwc,12/5/24
3000.00,,success,debit,Tdwqhocnfwe,Tdwqhocnfwe,12/5/24
10.00,,success,debit,Tdwqhocnfwe,Tdwqhocnfwe,12/5/24
10.00,Sodiq,processing,debit,Tunblthjfzn,Tunblthjfzn,12/5/24
100.23,Sodiq,success,credit,Tunblthjfzn,Tunblthjfzn,12/5/24
100.23,Sodiq,success,debit,Tunblthjfzn,Tunblthjfzn,12/5/24
200.00,,processing,debit,Tdpbauzzavt,Tdpbauzzavt,12/6/24
10.00,,processing,debit,Tdpbauzzavt,Tdpbauzzavt,12/6/24
10.00,sodiq,processing,debit,Tsykzqidkcf,Tsykzqidkcf,12/6/24
80.00,sodiq,success,credit,Tsykzqidkcf,Tsykzqidkcf,12/6/24
80.00,sodiq,success,debit,Tsykzqidkcf,Tsykzqidkcf,12/6/24
80.00,,processing,debit,Tktmvcnochn,Tktmvcnochn,12/6/24
10.00,,processing,debit,Tktmvcnochn,Tktmvcnochn,12/6/24
10.00,Sodiq,processing,debit,Tqqhsbfwtce,Tqqhsbfwtce,12/10/24
10.00,Nothing,processing,debit,Tydptkvhiwe,Tydptkvhiwe,12/6/24
69.00,Nothing,success,credit,Tydptkvhiwe,Tydptkvhiwe,12/6/24
69.00,Nothing,success,debit,Tydptkvhiwe,Tydptkvhiwe,12/6/24
100.23,,processing,debit,Tjktpnxvoqf,Tjktpnxvoqf,12/6/24
10.00,,processing,debit,Tjktpnxvoqf,Tjktpnxvoqf,12/6/24
69.00,,success,debit,Ttqecutcvqb,Ttqecutcvqb,12/6/24
10.00,,success,debit,Ttqecutcvqb,Ttqecutcvqb,12/6/24
10.00,Sodiq,processing,debit,Tonsqueqsjw,Tonsqueqsjw,12/6/24
100.23,Sodiq,success,credit,Tonsqueqsjw,Tonsqueqsjw,12/6/24
100.23,Sodiq,success,debit,Tonsqueqsjw,Tonsqueqsjw,12/6/24
100.23,,processing,debit,Txyxoxfimby,Txyxoxfimby,12/6/24
10.00,,processing,debit,Txyxoxfimby,Txyxoxfimby,12/6/24
10.00,Sodiq,processing,debit,Tqllynxjgrl,Tqllynxjgrl,12/6/24
10.00,Sodiq,processing,debit,Tubghwhfxev,Tubghwhfxev,12/6/24
100.23,Sodiq,success,credit,Tubghwhfxev,Tubghwhfxev,12/6/24
100.23,Sodiq,success,debit,Tubghwhfxev,Tubghwhfxev,12/6/24
100.00,Sodiq,success,debit,Thmmvhoxfcd,Thmmvhoxfcd,12/6/24
10.00,Sodiq,success,debit,Thmmvhoxfcd,Thmmvhoxfcd,12/6/24
100.00,Sodiq,success,debit,Thuantdskcx,Thuantdskcx,12/6/24
10.00,Sodiq,success,debit,Thuantdskcx,Thuantdskcx,12/6/24
100.00,Sodiq,failed,debit,Tqllynxjgrl,Tqllynxjgrl,12/6/24
100.23,Sodiq,success,debit,Thtypzntdwy,Thtypzntdwy,12/6/24
10.00,Sodiq,success,debit,Thtypzntdwy,Thtypzntdwy,12/6/24
90.00,,processing,debit,Tbqdqyxglwd,Tbqdqyxglwd,12/6/24
10.00,,processing,debit,Tbqdqyxglwd,Tbqdqyxglwd,12/6/24
10.00,Sodiq,processing,debit,Tbrntnhycri,Tbrntnhycri,12/6/24
100.23,Sodiq,success,credit,Tbrntnhycri,Tbrntnhycri,12/6/24
100.23,Sodiq,success,debit,Tbrntnhycri,Tbrntnhycri,12/6/24
90.00,,processing,debit,Tzqcursnsyq,Tzqcursnsyq,12/6/24
10.00,,processing,debit,Tzqcursnsyq,Tzqcursnsyq,12/6/24
10.00,Nothing,processing,debit,Tivyrcvlfjn,Tivyrcvlfjn,12/6/24
80.00,Nothing,success,credit,Tivyrcvlfjn,Tivyrcvlfjn,12/6/24
80.00,Nothing,success,debit,Tivyrcvlfjn,Tivyrcvlfjn,12/6/24
100.00,Sodiq,success,credit,Tlfhldlezms,Tlfhldlezms,12/10/24
100.00,Narration,success,debit,Tzjpfqdrxwm,Tzjpfqdrxwm,12/6/24
10.00,Narration,success,debit,Tzjpfqdrxwm,Tzjpfqdrxwm,12/6/24
100.00,Sodiq,success,debit,Tnfypuwxdwh,Tnfypuwxdwh,12/7/24
10.00,Sodiq,success,debit,Tnfypuwxdwh,Tnfypuwxdwh,12/7/24
100.00,Sodiq,success,debit,Tjczulepmlk,Tjczulepmlk,12/7/24
10.00,Sodiq,success,debit,Tjczulepmlk,Tjczulepmlk,12/7/24
100.00,Sodiq,success,debit,Tdqevwxykvb,Tdqevwxykvb,12/7/24
10.00,Sodiq,success,debit,Tdqevwxykvb,Tdqevwxykvb,12/7/24
100.00,Sodiq,success,debit,Tieakqzjrxl,Tieakqzjrxl,12/8/24
10.00,Sodiq,success,debit,Tieakqzjrxl,Tieakqzjrxl,12/8/24
100.00,Sodiq,success,debit,Txbrgvlwmlp,Txbrgvlwmlp,12/8/24
10.00,Sodiq,success,debit,Txbrgvlwmlp,Txbrgvlwmlp,12/8/24
100.00,Sodiq,success,debit,Twceppqdqmz,Twceppqdqmz,12/8/24
10.00,Sodiq,success,debit,Twceppqdqmz,Twceppqdqmz,12/8/24
100.00,Sodiq,success,debit,Tswntpdopnu,Tswntpdopnu,12/8/24
10.00,Sodiq,success,debit,Tswntpdopnu,Tswntpdopnu,12/8/24
100.00,Sodiq,success,debit,Tdsjkfvdmte,Tdsjkfvdmte,12/8/24
10.00,Sodiq,success,debit,Tdsjkfvdmte,Tdsjkfvdmte,12/8/24
100.00,Sodiq,success,debit,Tfwetogmeqf,Tfwetogmeqf,12/8/24
10.00,Sodiq,success,debit,Tfwetogmeqf,Tfwetogmeqf,12/8/24
100.00,Sodiq,success,debit,Tbvnwgfmaoz,Tbvnwgfmaoz,12/8/24
10.00,Sodiq,success,debit,Tbvnwgfmaoz,Tbvnwgfmaoz,12/8/24
100.00,Sodiq,success,debit,Tfkneficdfc,Tfkneficdfc,12/8/24
10.00,Sodiq,success,debit,Tfkneficdfc,Tfkneficdfc,12/8/24
10.00,Sodiq,processing,debit,Twfnubpyrhy,Twfnubpyrhy,12/8/24
10.00,Sodiq,processing,debit,Tcgpmtnfcoe,Tcgpmtnfcoe,12/8/24
50.00,Sodiq,failed,debit,Twfnubpyrhy,Twfnubpyrhy,12/8/24
60.00,Sodiq,failed,debit,Tcgpmtnfcoe,Tcgpmtnfcoe,12/8/24
100.00,Transfer,success,debit,Ttipebqrwrz,Ttipebqrwrz,12/9/24
10.00,Sodiq,processing,debit,Tlndgilzqwo,Tlndgilzqwo,12/10/24
100.00,Narration,success,debit,Terayjmrzzq,Terayjmrzzq,12/9/24
10.00,Narration,success,debit,Terayjmrzzq,Terayjmrzzq,12/9/24
10.00,Sodiq,processing,debit,Txftnnejhpd,Txftnnejhpd,12/10/24
10.00,Sodiq,processing,debit,Tptkplgzmhv,Tptkplgzmhv,12/10/24
100.00,Sodiq,success,credit,Tvbcnyhyqkp,Tvbcnyhyqkp,12/10/24
10.00,Sodiq,processing,debit,Tcwhtjkyjgx,Tcwhtjkyjgx,12/10/24
100.00,Sodiq,success,credit,Ttxxopsydsd,Ttxxopsydsd,12/10/24
10.00,Sodiq,processing,debit,Tfhrsjzbaat,Tfhrsjzbaat,12/10/24
100.00,Sodiq,success,credit,Tfhrsjzbaat,Tfhrsjzbaat,12/10/24
10.00,Sodiq,processing,debit,Tymbgaqgeqi,Tymbgaqgeqi,12/10/24
10.00,Sodiq,processing,debit,Tcxqvvstzxt,Tcxqvvstzxt,12/10/24
100.00,Sodiq,success,credit,Tpshvnwlktd,Tpshvnwlktd,12/10/24
10.00,Sodiq,processing,debit,Tdlenahwjai,Tdlenahwjai,12/10/24
100.00,Sodiq,success,credit,Tymbgaqgeqi,Tymbgaqgeqi,12/10/24
10.00,Sodiq,processing,debit,Trsjkhhuzia,Trsjkhhuzia,12/10/24
10.00,Sodiq,processing,debit,Tvajrduwdzb,Tvajrduwdzb,12/10/24
100.00,Sodiq,success,credit,Trsjkhhuzia,Trsjkhhuzia,12/10/24
10.00,Sodiq,processing,debit,Tztkmftxhcc,Tztkmftxhcc,12/10/24
100.00,Sodiq,success,credit,Tkkfnsxkwzr,Tkkfnsxkwzr,12/10/24
10.00,Sodiq,processing,debit,Tqrrimwwvwc,Tqrrimwwvwc,12/10/24
10.00,Sodiq,processing,debit,Tkvjrqmpflp,Tkvjrqmpflp,12/10/24
10.00,Sodiq,processing,debit,Tjmqjthtjyk,Tjmqjthtjyk,12/10/24
100.00,Sodiq,success,credit,Tqrrimwwvwc,Tqrrimwwvwc,12/10/24
100.00,Sodiq,success,debit,Tqrrimwwvwc,Tqrrimwwvwc,12/10/24
10.00,Sodiq,processing,debit,Tntyyxfacvy,Tntyyxfacvy,12/10/24
10.00,Sodiq,processing,debit,Tfsstkfptdz,Tfsstkfptdz,12/10/24
100.00,Sodiq,success,credit,Tntyyxfacvy,Tntyyxfacvy,12/10/24
10.00,Sodiq,processing,debit,Thstqgxbwwq,Thstqgxbwwq,12/10/24
10.00,Sodiq,processing,debit,Twqktfjejkw,Twqktfjejkw,12/10/24
100.00,Sodiq,success,credit,Tjmqjthtjyk,Tjmqjthtjyk,12/10/24
10.00,Sodiq,processing,debit,Tgeqmftxecp,Tgeqmftxecp,12/10/24
10.00,Sodiq,processing,debit,Txxrxzzgvzl,Txxrxzzgvzl,12/10/24
100.00,Sodiq,success,credit,Tgeqmftxecp,Tgeqmftxecp,12/10/24
10.00,Sodiq,processing,debit,Tssprwwtoyr,Tssprwwtoyr,12/10/24
10.00,Sodiq,processing,debit,Tttbujjqhug,Tttbujjqhug,12/10/24
100.00,Sodiq,success,credit,Tssprwwtoyr,Tssprwwtoyr,12/10/24
10.00,Sodiq,processing,debit,Tcndehsoxrt,Tcndehsoxrt,12/10/24
10.00,Sodiq,processing,debit,Tehvdmifbbe,Tehvdmifbbe,12/10/24
10.00,Transfer,success,debit,Ttipebqrwrz,Ttipebqrwrz,12/9/24
10.00,Sodiq,processing,debit,Tevsyekaoyx,Tevsyekaoyx,12/10/24
100.00,Sodiq,success,credit,Tztkmftxhcc,Tztkmftxhcc,12/10/24
100.23,Sodiq,success,debit,Trroysfnckg,Trroysfnckg,12/10/24
10.00,Sodiq,success,debit,Trroysfnckg,Trroysfnckg,12/10/24
10.00,Sodiq,processing,debit,Ttfawbkuytr,Ttfawbkuytr,12/10/24
10.00,Sodiq,processing,debit,Twevtcgrppv,Twevtcgrppv,12/10/24
5000.00,Sodiq,success,credit,Twevtcgrppv,Twevtcgrppv,12/10/24
5000.00,Sodiq,success,debit,Twevtcgrppv,Twevtcgrppv,12/10/24
10.00,Sodiq,processing,debit,Twsmnlcggqy,Twsmnlcggqy,12/10/24
100.00,Sodiq,success,credit,Tiquslypcsc,Tiquslypcsc,12/10/24
100.00,Sodiq,success,debit,Tgvtjwpwpmc,Tgvtjwpwpmc,12/10/24
10.00,Sodiq,success,debit,Tgvtjwpwpmc,Tgvtjwpwpmc,12/10/24
10.00,Sodiq,processing,debit,Tpmgrebhage,Tpmgrebhage,12/10/24
10.00,Sodiq,processing,debit,Tzjwnvrpyqy,Tzjwnvrpyqy,12/10/24
100.00,Sodiq,success,credit,Tzjwnvrpyqy,Tzjwnvrpyqy,12/10/24
100.00,Sodiq,success,debit,Tzjwnvrpyqy,Tzjwnvrpyqy,12/10/24
100.00,Sodiq,success,credit,Tpmgrebhage,Tpmgrebhage,12/10/24
100.00,Sodiq,success,credit,Tykstfoecpr,Tykstfoecpr,12/10/24
100.00,Sodiq,success,credit,Tqagcbgnehb,Tqagcbgnehb,12/10/24
100.00,Sodiq,success,credit,Tpbtbcthssg,Tpbtbcthssg,12/10/24
100.00,Sodiq,success,credit,Tgkjolqznbs,Tgkjolqznbs,12/10/24
100.00,Sodiq,success,credit,Tagmslewnlg,Tagmslewnlg,12/10/24
100.00,Sodiq,success,debit,Tgsxbxnfwvm,Tgsxbxnfwvm,12/10/24
10.00,Sodiq,success,debit,Tgsxbxnfwvm,Tgsxbxnfwvm,12/10/24
100.00,Sodiq,success,debit,Thllceeoyrs,Thllceeoyrs,12/10/24
10.00,Sodiq,success,debit,Thllceeoyrs,Thllceeoyrs,12/10/24
100.00,Sodiq,success,debit,Timfcqmllpl,Timfcqmllpl,12/10/24
10.00,Sodiq,success,debit,Timfcqmllpl,Timfcqmllpl,12/10/24
100.00,Sodiq,success,credit,Twsmnlcggqy,Twsmnlcggqy,12/10/24
100.00,Sodiq,success,credit,Tkuavoqimod,Tkuavoqimod,12/10/24
100.00,Sodiq,success,debit,Tqgzybulagm,Tqgzybulagm,12/10/24
100.00,Sodiq,success,debit,Tbkwucwgddd,Tbkwucwgddd,12/10/24
100.00,Sodiq,failed,debit,Txewqlvdfrs,Txewqlvdfrs,12/10/24
100.00,Sodiq,failed,debit,Tumvixrytqk,Tumvixrytqk,12/10/24
100.00,Sodiq,failed,debit,Tzacglywmqk,Tzacglywmqk,12/10/24
100.00,Sodiq,success,debit,Tmpnakaenij,Tmpnakaenij,12/10/24
100.00,Sodiq,failed,debit,Tgalgttgsin,Tgalgttgsin,12/10/24
100.00,Sodiq,success,debit,Tlfhldlezms,Tlfhldlezms,12/10/24
100.00,Sodiq,failed,debit,Tqwvoyxjwce,Tqwvoyxjwce,12/10/24
100.00,Sodiq,failed,debit,Tzrqurizmab,Tzrqurizmab,12/10/24
100.00,Sodiq,failed,debit,Tcunkzgkdsw,Tcunkzgkdsw,12/10/24
100.00,Sodiq,failed,debit,Tejjurcqira,Tejjurcqira,12/10/24
100.00,Sodiq,failed,debit,Twovuxzixla,Twovuxzixla,12/10/24
10.00,Sodiq,processing,debit,Tdgaryiksly,Tdgaryiksly,12/10/24
100.00,Sodiq,success,debit,Tnrehixvsch,Tnrehixvsch,12/10/24
100.00,Sodiq,failed,debit,Tqbsxaqorxk,Tqbsxaqorxk,12/10/24
100.00,Sodiq,failed,debit,Tjmpjszikcw,Tjmpjszikcw,12/10/24
10.00,Sodiq,processing,debit,Taluyopdjgb,Taluyopdjgb,12/10/24
100.00,Sodiq,success,debit,Tgekgdvfodl,Tgekgdvfodl,12/10/24
100.00,Sodiq,success,debit,Toitvlqfxfx,Toitvlqfxfx,12/10/24
100.00,Sodiq,success,debit,Thqdfejjxcy,Thqdfejjxcy,12/10/24
100.00,Sodiq,success,debit,Tmjfqbzpkvd,Tmjfqbzpkvd,12/10/24
100.00,Sodiq,success,debit,Tjzcmgisocf,Tjzcmgisocf,12/10/24
100.00,Sodiq,success,debit,Tbomysmuxwi,Tbomysmuxwi,12/10/24
100.00,Sodiq,failed,debit,Tyvqyyfskji,Tyvqyyfskji,12/10/24
100.00,Sodiq,failed,debit,Temqpwzgbdk,Temqpwzgbdk,12/10/24
100.00,Sodiq,failed,debit,Thnmaxirpcn,Thnmaxirpcn,12/10/24
100.00,Sodiq,success,debit,Trslsseeglv,Trslsseeglv,12/10/24
100.00,Sodiq,success,debit,Tgwcclutyyj,Tgwcclutyyj,12/10/24
100.00,Sodiq,failed,debit,Teuzaowdwqs,Teuzaowdwqs,12/10/24
100.00,Sodiq,success,debit,Temtqyngddu,Temtqyngddu,12/10/24
100.00,Sodiq,success,debit,Tifavtlrrrg,Tifavtlrrrg,12/10/24
100.00,Sodiq,success,debit,Toseihaxvjk,Toseihaxvjk,12/10/24
100.00,Sodiq,success,debit,Ttiofervtqu,Ttiofervtqu,12/10/24
100.00,Sodiq,success,debit,Tovhziwddzq,Tovhziwddzq,12/10/24
100.00,Sodiq,success,debit,Tsditlcoovl,Tsditlcoovl,12/10/24
100.00,Sodiq,success,debit,Tazzjjjjffk,Tazzjjjjffk,12/10/24
100.00,Sodiq,success,debit,Tjqqblzamvp,Tjqqblzamvp,12/10/24
100.00,Sodiq,success,credit,Tptryrmukpa,Tptryrmukpa,12/10/24
10.00,Sodiq,processing,debit,Tsjdjsakizx,Tsjdjsakizx,12/10/24
100.00,Sodiq,success,debit,Thrghqcbjxr,Thrghqcbjxr,12/10/24
100.00,Sodiq,success,debit,Txftnnejhpd,Txftnnejhpd,12/10/24
100.00,Sodiq,success,debit,Tvjokghgowa,Tvjokghgowa,12/10/24
100.00,Sodiq,success,debit,Txvhagqsskg,Txvhagqsskg,12/10/24
100.00,Sodiq,success,debit,Tqqhsbfwtce,Tqqhsbfwtce,12/10/24
100.00,Sodiq,success,debit,Tbuzemwpuun,Tbuzemwpuun,12/10/24
100.00,Sodiq,success,debit,Tehvdmifbbe,Tehvdmifbbe,12/10/24
100.00,Sodiq,failed,debit,Tnvlnipnzje,Tnvlnipnzje,12/10/24
100.00,Sodiq,failed,debit,Tevsyekaoyx,Tevsyekaoyx,12/10/24
100.00,Sodiq,success,debit,Tvbcnyhyqkp,Tvbcnyhyqkp,12/10/24
100.00,Sodiq,success,debit,Ttxxopsydsd,Ttxxopsydsd,12/10/24
100.00,Sodiq,success,debit,Tfhrsjzbaat,Tfhrsjzbaat,12/10/24
100.00,Sodiq,failed,debit,Thbtkizqnup,Thbtkizqnup,12/10/24
100.00,Sodiq,success,debit,Totasewldtg,Totasewldtg,12/10/24
100.00,Sodiq,success,debit,Tcwhtjkyjgx,Tcwhtjkyjgx,12/10/24
